|Year|Brand|Company|Date|ProductDescription|Reason|Url|
|2020|Taro Pharmaceuticals|Taro Pharmaceuticals U.S.A., Inc.|1/10/20|Lamotrigine Tablets, USP 100mg|Cross contamination with another drug substance, Enalapril Maleate|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/taro-pharmaceuticals-usa-inc-issues-voluntary-nationwide-recall-lamotrigine-tablets-usp-100-mg-100|
|2020|LemonPrep, PediaPrep, Wave Prep, Cardio Prep|Mavidon|1/8/20|LemonPrep, PediaPrep and Wave Prep 4-ounce tubes and single use cups, Cardio Prep and Collodions, Collodion removers|Burkholderia cepacia|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mavidon-issues-voluntary-worldwide-recall-manufactured-products-including-lemonprepr-tubes-and|
|2020|Mylan|Mylan N.V.|1/8/20|Nizatidine Capsules 150mg and 300mg|NDMA (Nitrosodimethylamine) impurity|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mylan-initiates-voluntary-nationwide-recall-three-lots-nizatidine-capsules-usp-due-detection-trace|
|2020|Fresh Location|Fresh Location|1/8/20|Protein snack tray and protein trail mix|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fresh-location-announces-product-recall-due-possible-listeria-contamination|
|2020|Northwind|Denton Pharma, Inc. dba Northwind Pharmaceuticals|1/8/20|Ranitidine Tablets 150mg and 300mg|NDMA (Nitrosodimethylamine) impurity|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/denton-pharma-inc-dba-northwind-pharmaceuticals-voluntarily-recalls-all-unexpired-lots-its|
|2020|ani|Appco Pharma LLC|1/7/20|Ranitidine Tablets 150mg and 300mg|NDMA (Nitrosodimethylamine) impurity|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/appco-pharma-llc-issues-voluntary-nationwide-recall-ranitidine-hydrochloride-capsules-150-mg-and-300|
|2020|Jenis|Jenis Splendid Ice Creams|1/6/20|Cold Brew with Coconut Cream Non-Dairy Frozen Dessert|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/jenis-splendid-ice-creams-issues-voluntary-recall-cold-brew-coconut-cream|
|2020|purely elizabeth|purely elizabeth|1/6/20|Chocolate Sea Salt Probiotic Granola|Undeclared walnuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/purely-elizabeth-recalls-pouches-chocolate-sea-salt-probiotic-granola-recall-due-mislabeling-error|
|2020|Premo, Fresh Grab|Lipari Foods, LLC|1/6/20|Wedge Sandwiches|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/lipari-foods-issues-recall-various-wedge-deli-sandwiches-due-potential-contamination-listeria|
|2020|Ducktrap River of Maine|Ducktrap River of Maine|1/4/20|Herring Center Cuts in Wine Sauce|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ducktrap-river-maine-recalls-one-lot-herring-center-cuts-wine-sauce-due-undeclared-dairy-product|
|2020|Wilbur|Cargill|1/3/20|Dark chocolate covered cashews|Undeclared wheat|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cargill-voluntarily-recalls-39-one-pound-bags-product-packaged-wilbur-dark-chocolate-covered-cashews|
|2020|Limena, LLC|Limena, LLC|1/2/20|Salvadorean String Cheese (Quesillo Cheese) semi-soft cheese|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/limena-llc-recalls-salvadorean-string-cheese-quesillo-cheese-because-possible-health-risk|
